,output 1,output 2,output 3,output 4
32,"{'sequence': '#TheWeek: ""#Trump in Penn: ""I saved suburbia. I got rid of a regulation that was a disaster and it was really unfair and it\'s gotten a lot worse under Obama and Biden. You damn well better vote for me Pennsylvania, you better vote."" But he never did identify the \'regulation.\'  \r\n\r', 'labels': ['Trump'], 'scores': [0.9933820962905884]}","{'sequence': '  What a load of rubbish. Black communities have had it hard for many years now. Not just the last 4 years. Are u winding me up. Most black films are minimum 20 years old and Tupac was screaming it from the 90s.  So pleasehas everyone in the world lost their memory  \r', 'labels': ['Trump'], 'scores': [0.17812302708625793]}","{'sequence': ' No doubt about it. Who knows what conversation #Trump had with her?\r', 'labels': ['Trump'], 'scores': [0.5390893816947937]}","{'sequence': '                 Hey Everyone, let the #NBC top sponsors know You are boycotting them!!! NBC caved into #Trump and will air his TownHall around same time as #Biden has his tonight.  Anything for ratings!!!!       \r\n\r', 'labels': ['Trump'], 'scores': [0.9743821024894714]}"
33,"{'sequence': ""#TheReidOut   Am I suppose to feel badly for ? Isn't she the person who once claimed #Trump critics would have to bow at the feet of Donald? Sorry the snakes deserve one another.   \r"", 'labels': ['Trump'], 'scores': [0.9287939071655273]}","{'sequence': '#TrumpVirusDeathToll275K &amp; rising when all #Americans killed by #TrumpVirus are counted. #Trump &amp; #GOPDeathCult have been hiding #Covid deaths as pneumonia cases for months-see TX, FL, etc. People died alone &amp; scared, without family.     \r\n\r', 'labels': ['Trump'], 'scores': [0.40295717120170593]}","{'sequence': 'President :  “With your help, your devotion, and your drive, we are going to keep on working, we are going to keep on fighting, and we are going to keep ON WINNING!  We are ONE movement, ONE people, ONE family, and ONE GLORIOUS NATION UNDER GOD!”     \r\n\r', 'labels': ['Trump'], 'scores': [0.2905019521713257]}","{'sequence': '                Hey Everyone, let the #NBC top sponsors know You are boycotting them!!! NBC caved into #Trump and will air his TownHall around same time as #Biden has his tonight.  Anything for ratings!!!!       \r\n\r', 'labels': ['Trump'], 'scores': [0.9762952923774719]}"
34,"{'sequence': '#Trump is tearing up #Biden at the #TrumpRally over the \r', 'labels': ['Trump'], 'scores': [0.9306284785270691]}","{'sequence': ""#BoycottNBCTownHall  Don't give Trump the numbers his ego craves!! #Trump it's all about HIM!! #TrumpProjection #America  #AmericaOrTrump  #AmericaNeedsPennsylvania  #Dump reckless          \r"", 'labels': ['Trump'], 'scores': [0.9880101084709167]}","{'sequence': '#MAGA RALLY IN OHIO NOW: #Trump removes his tie &amp; puts on a #MakeAmericaGreatAgain hat: ""Oh, I feel so much better!""  \r\n\r', 'labels': ['Trump'], 'scores': [0.9788272380828857]}","{'sequence': 'At Trumps Iowa rally right now which has a two-fold spike of COVID, they are blaring Phil Collins: Something In the Air Tonight‼️Yeah dumbasses- it’s called COVID19💁\u200d♂️       \r\n\r', 'labels': ['Trump'], 'scores': [0.9614722728729248]}"
35,"{'sequence': '#Trump #Obama #Clinton #Biden  #ManWomanPersonCameraTV  #RockPaperScissors  #HandsFaceSpace  #VoteJoeBiden   #USElection #USElection2020  #Pence vs #Harris  #DrugsTest #TrumpDrugs #BidenDrugs  #InjectDisinfectant #PowerfulLight through the skin or some other way 😳🙆🏽\u200d♂️🤷🏽\u200d♂️🤦🏽\u200d♂️  \r', 'labels': ['Trump'], 'scores': [0.9403074979782104]}","{'sequence': '#Trump is running against the #sane world.  \r', 'labels': ['Trump'], 'scores': [0.9900671243667603]}","{'sequence': 'The new single from Demi Lovato, #CommanderInChief is causing quite the uproar on social media after calling out #DonaldJTrump.   has everything you need to know about  standing up for her music:      \r\n\r', 'labels': ['Trump'], 'scores': [0.9932806491851807]}","{'sequence': ""By this time next week #Trump is going to be insisting that he didn't actually need any drugs and that he beat Covid completely by himself, through sheer force of will.\r\n\r"", 'labels': ['Trump'], 'scores': [0.9707905054092407]}"
36,"{'sequence': '#DonaldTrump is a liar.   \r', 'labels': ['Trump'], 'scores': [0.9969396591186523]}","{'sequence': ' To normalize this is aiding a crime.#trump is a criminal,#illegitmate,traitor,&amp; he and the gop are #conspiritors,reoffending #stealingscotusseats,&amp; more. Vehemently expressed public outrage &amp; drastic roadblocks to this 4 year long travesty of #justice are needed asap.Shut it down\r\n\r', 'labels': ['Trump'], 'scores': [0.9875198006629944]}","{'sequence': ""#Trump: It's never gonna be the end for us, is it.  Crowd: *cheers*  Me: That's...ominous.\r\n\r"", 'labels': ['Trump'], 'scores': [0.9057576656341553]}","{'sequence': ' Pretty scary, considering #Trump’s attacks on #FreeSpeech &amp; our rights to peaceably assemble.\r\n\r', 'labels': ['Trump'], 'scores': [0.8905501365661621]}"
37,"{'sequence': 'I have lost track of what #Trump is talking about. So has Trump.\r', 'labels': ['Trump'], 'scores': [0.5709123015403748]}","{'sequence': '   Disclaimer, totally support dems this #Election2020 but will watch #Trump #FlameShow to nurture the paranoia #Confidence in #JoeBiden lets me do this - it’s not all media numbers, it’s real\r\n\r', 'labels': ['Trump'], 'scores': [0.9872891902923584]}","{'sequence': 'People don’t realize #Trump  and the #GOP fvcked up the #country for next 100 years.   \r', 'labels': ['Trump'], 'scores': [0.9402422308921814]}","{'sequence': ""   #Trump is the perfect example of why we need to invest more in our educational system.  If we had more smart people, this wouldn't have happened.\r\n\r"", 'labels': ['Trump'], 'scores': [0.9596707224845886]}"
38,"{'sequence': '  #Trump #TrumpLiesAmericansDie   80+ researchers warn that a so-called #herdimmunity approach to managing #COVID19 is “a dangerous fallacy unsupported by the scientific evidence”          \r', 'labels': ['Trump'], 'scores': [0.9931675791740417]}","{'sequence': '#TrumpAttacksBlackWomen Let #DonaldTrump speak on his behalf:  \r', 'labels': ['Trump'], 'scores': [0.7340234518051147]}","{'sequence': '  Hahaha!! My gosh! Do you hear yourself?? ""Nothing worse than a corrupt politician""??? There\'s NOBODY more corrupt than ! NOBODY is a bigger liar!! NOBODY has been a bigger conman! And #Trump wants FB to spread his lies! \r\n\r', 'labels': ['Trump'], 'scores': [0.9065420627593994]}","{'sequence': 'it resulted in a #mass #stock #selloff. To the #public, Trump declared that the coronavirus was “very much under control” &amp; that the “Stock Market starting to look very good to me!”  ""Two days after #Trump’s tweet claiming the stock market was looking “very good,” an #email was\r\n\r', 'labels': ['Trump'], 'scores': [0.9486240148544312]}"
39,"{'sequence': ' #tRump is according to his niece a metally sick person. How can you ask such a mental case to behave as a feeling person?  #tRump ist the -&gt; Pest Of The United States\r', 'labels': ['Trump'], 'scores': [0.9593926668167114]}","{'sequence': ""Court stops the #census &amp; now landlords can throw people out in the streets even w/lack of Federal gov't passing a stimulus so people can stay in their homes. #Trump has tried to cover up his failures with taxpayer funding many times before, why not now? Help real estate buddies?  \r\n\r"", 'labels': ['Trump'], 'scores': [0.9859365224838257]}","{'sequence': '  Take down the slanderous #atlantic story Against #trump now\r', 'labels': ['Trump'], 'scores': [0.9825144410133362]}","{'sequence': '#trump This monster not only got infected himself with  Chrono 19 he also expose his wife who is much younger than him and his son to the virus. He has sadistic behavior, he wants to destroy America maybe he’s Russian agent.🦠🦠🦠🦠🦠🦠🦠🤡🤡🤡🤡🤡🤡🤡🤡🚫🚫🚫🔴👹👿🎃😡😡😡😡🇺🇸🇺🇸  \r\n\r', 'labels': ['Trump'], 'scores': [0.9942852258682251]}"
40,"{'sequence': '#Trump  SH-T  Show 👇👇👇👇  \r', 'labels': ['Trump'], 'scores': [0.9995623826980591]}","{'sequence': '              #PromisesMadePromisesKept? No Wall No healthcare plan North Korea still has nukes Troops still in Iraq &amp; Afghanistan #Trump failed to protect wife &amp; Son from #COVID19 . . . . . . . .\r', 'labels': ['Trump'], 'scores': [0.9860241413116455]}","{'sequence': '#Trump #antichrist Why Trump not JFK Part 1   via \r', 'labels': ['Trump'], 'scores': [0.9986550211906433]}","{'sequence': '#CharlesKoch #DonaldTrump   The Great Barrington Declaration: Capitalism’s global policy of herd immunity  \r', 'labels': ['Trump'], 'scores': [0.9948794841766357]}"
41,"{'sequence': ""We don't need no education  WE DON'T NEED NO THOUGHT CONTROL🎶  ALL AND ALL IT'S JUST ANOTHER BRICK IN...🎶  TRUMP'S WALL 🎶🇺🇸  #realDonaldTrump          \r"", 'labels': ['Trump'], 'scores': [0.9978895783424377]}","{'sequence': ' #TRUMP &amp; Enablers Need to Face the CONSEQUENCEs of his **FAILED** #COVID19 Response 👇👇👇👇👇👇👇  \r', 'labels': ['Trump'], 'scores': [0.9980430603027344]}","{'sequence': 'Oh Naw #IceCube Glad you’re looking to help out your people, however as #Trump would ask, “Did you drink the Kool-Aid?”\r\n\r', 'labels': ['Trump'], 'scores': [0.9515901803970337]}","{'sequence': '#BountyGate #Trump #PutinsPuppet There is a solution: #VoteByeDon and vote out   \r', 'labels': ['Trump'], 'scores': [0.9934232831001282]}"
42,"{'sequence': '""Suburban women, will you please like me?"" Trump pleaded. ""I saved your damn neighborhood “ #trump openly begging for              \r\n\r', 'labels': ['Trump'], 'scores': [0.9750039577484131]}","{'sequence': "" He can not even wing it. #Trump is in a very bad way. However, there is a silver lining here, he hasn't a clue how truly bad he really is. Dementia can have a merciful side.\r\n\r"", 'labels': ['Trump'], 'scores': [0.9667116403579712]}","{'sequence': ' &amp;  what is worse #Trump or #AEW… At times the line is blurred for me.\r', 'labels': ['Trump'], 'scores': [0.6941933631896973]}","{'sequence': '  🚨 #Trump  FAILED  #America   #Trump FAILED to handle #COVID19 leading to 216,000+ DEAD #Americans.  There’s NO end for #COVID DEATHs until at least Mid-2021.  #TRUMP is also NEGLIGENT in his response to #ClimateEmergency.  \r\n\r', 'labels': ['Trump'], 'scores': [0.9756680727005005]}"
43,"{'sequence': ' So basically the American experiment has failed ; we have no power we are just at the mercy to theses people .. not just Trump but the people who are down for his agenda ; because let’s not pretend #Trump hasn’t done anything that the isn’t on the GOP’s wish list ..\r', 'labels': ['Trump'], 'scores': [0.9107164144515991]}","{'sequence': ' 🚨 #Trump  FAILED  #America   #Trump FAILED to handle #COVID19 leading to 216,000+ DEAD #Americans.  There’s NO end for #COVID DEATHs until at least Mid-2021.  #TRUMP is also NEGLIGENT in his response to #ClimateCrisis.   \r\n\r', 'labels': ['Trump'], 'scores': [0.9780676960945129]}","{'sequence': '  This is the picture of an actively malignant, partisan Attorney General, who is using our tax dollars to sue people who have written books about the #Trump family.\r\n\r', 'labels': ['Trump'], 'scores': [0.9501062035560608]}","{'sequence': '  #traitor #seditionist #BigTechCoup #EnemyOfThePeople   #Trump needs to freeze all your bank accounts and assets... You are 100% an     \r', 'labels': ['Trump'], 'scores': [0.9751922488212585]}"
44,"{'sequence': '#HipHop legend #IceCube seems to now  be team #DonaldTrump. Thoughts?  \r', 'labels': ['Trump'], 'scores': [0.9926543831825256]}","{'sequence': 'The #regeneron people know #Trump is trying once again to politicize a #COVID19 treatment.  Look at what happened to   \r', 'labels': ['Trump'], 'scores': [0.8099132776260376]}","{'sequence': 'No matter how smooth #JoeBiden’s voice is, he is the head of the swamp that #Trump is trying to clean up. While we struggle, those we elect collect millions &amp;live in luxury. #tweeter &amp; #facebook will profit largely in money, control &amp; power under a #BidenHarris Administration.  \r\n\r', 'labels': ['Trump'], 'scores': [0.6154841184616089]}","{'sequence': ' Parents of these kids pay your salary. You work for THEM. Not #Trump.  \r', 'labels': ['Trump'], 'scores': [0.2285272777080536]}"
45,"{'sequence': '#hunterbiden trending on all social media and credible news outlets and here’s #cnn showing their  “Coronavirus Crisis” fear mongering bit.. this is why you’re the epitome of fake news #trump2020 #DonaldTrump #coronavirus #CNNFakeNews   \r', 'labels': ['Trump'], 'scores': [0.9829068779945374]}","{'sequence': ""#Trump: I don't mind running against sleepy Joe but I wouldn't want to run against her [Amy Coney Barrett]. Please Amy, promise me you'll never run!  Goddammit, now I agree with Trump about something. 2020 is the pits.\r\n\r"", 'labels': ['Trump'], 'scores': [0.9897012710571289]}","{'sequence': 'They are not afraid of hearing  #Trump. They are afraid of what voters will do when they hear #Trump and realize he is telling the truth.  \r', 'labels': ['Trump'], 'scores': [0.30638056993484497]}","{'sequence': '#Trump must win or America ceases to exist.  \r', 'labels': ['Trump'], 'scores': [0.9883614182472229]}"
46,"{'sequence': '#tRump is using the DOJ with our tax dollars to retaliate against political opponents and former WH staffers. Vote this sick fuck out!  \r', 'labels': ['Trump'], 'scores': [0.9912977814674377]}","{'sequence': 'Read the replies.    Note that Ice Cube is signing on to help consult on deploying a $500 billion fund #Trump has earmarked to assist the African American community.    But many leftists are upset because, apparently, #OrangeManBad.  This is insane.  \r\n\r', 'labels': ['Trump'], 'scores': [0.8636008501052856]}","{'sequence': 'I’m on ’s YouTube!!!        \r', 'labels': ['Trump'], 'scores': [0.1882750540971756]}","{'sequence': ""#Trump is bragging about how he doesn't have protesters at his crowd anymore.  Because the people who want to protest are smart enough not to go to a Covid-spreading-party.\r"", 'labels': ['Trump'], 'scores': [0.9884701371192932]}"
47,"{'sequence': '#DonaldTrump #TheInfected  is a doofus who will fall for anything and lie about everything.  \r', 'labels': ['Trump'], 'scores': [0.9976977705955505]}","{'sequence': 'What a load of rubbish. Black communities have had it hard for many years now. Not just the last 4 years. Are u winding me up. Most black films are minimum 20 years old and Tupac was screaming it from the 90s.  So pleasehas everyone in the world lost their memory  \r', 'labels': ['Trump'], 'scores': [0.14432579278945923]}","{'sequence': '#WolfBlitzer didn\'t act like he had ""tough"" questions. He acted like he was on #FoxNews - he followed the #Trump line like he was paid. I\'d like to see him talk to #StevenMnuchin1 like that...bet he wouldn\'t dare...He\'s not a #GOP messenger-he was wrong. #CNN \r\n\r', 'labels': ['Trump'], 'scores': [0.9404094219207764]}","{'sequence': '  You’re right.   should know better, remember when #Trump said Mexico was going to pay for the wall? 🤔  Millions of minorities work in the healthcare industry, that mutha..ka!!! didn’t even help supply PPE to hundreds of hospitals, actions speak LOUDER THAN WORDS!    \r\n\r', 'labels': ['Trump'], 'scores': [0.9849755167961121]}"
48,"{'sequence': 'Remember that time? #covid #covid19 #donaldtrump #trump #trumptrain #trump2020🇺🇸     \r', 'labels': ['Trump'], 'scores': [0.9982889294624329]}","{'sequence': '#Trump’s #COVID Response: He lied to us for months and encouraged us to live recklessly during a #pandemic, and when it got to him he received every top-tier treatment and medication to ensure his survival while our friends and family died alone. Remember that when you #vote.\r\n\r', 'labels': ['Trump'], 'scores': [0.9290715456008911]}","{'sequence': '#Trump talks again about suburban women and how much they don\'t want low income housing.  ""Low income housing"" is racist asshole for ""people who aren\'t white.""\r\n\r', 'labels': ['Trump'], 'scores': [0.9795775413513184]}","{'sequence': 'Composed  Primarily of  Lifelong Republicans  Who Have Produced  Many of the Best  Anti Trump Ads  the Lincoln Project  Projects that  #Trump   Will Lose   !?!?!\r', 'labels': ['Trump'], 'scores': [0.6358145475387573]}"
49,"{'sequence': '  Americans value truth 👉🏾stop #trump #propaganda #lies #corruption 👉🏾 #VoteBiden 👉🏾#bankruptbillionaire =  👉🏾 #fraud #TaxCheatTrump #CheaterInChief 👉🏾#NewJersey says  \r', 'labels': ['Trump'], 'scores': [0.9976674318313599]}","{'sequence': ' Tell others how #Trump has helped you and your family and your employees!\r', 'labels': ['Trump'], 'scores': [0.9618403911590576]}","{'sequence': 'High black turnout means bad news for #Trump.  \r', 'labels': ['Trump'], 'scores': [0.9814396500587463]}","{'sequence': ' The definitive Trump book! “The author’s biting use of humor is like the proverbial ‘spoonful of sugar’ to ‘help the medicine go down.’” 1700 references. Please share.      \r', 'labels': ['Trump'], 'scores': [0.9917426705360413]}"
50,"{'sequence': "" ..   It's Common Knowledge™ that this concerns #BabyGate #BunkerBoy- n-bitch #maga #kag  #CaptainContagious #DonaldTrump to no end .. AND realizing the PLOT to destroy the #USPS was a stupid idea  . . .  \r"", 'labels': ['Trump'], 'scores': [0.9939309358596802]}","{'sequence': '   I think when u look at ALL the trademarks Ivanka got approved from CHINA very shortly after #Trump took office...  He is conning his voters &amp; most are willing to let themselves be lied too...  Some people will actually let u just lie cheat and steal from them.  Its very sad\r', 'labels': ['Trump'], 'scores': [0.9963201880455017]}","{'sequence': ""  Numbers show #Trump's failure at controlling #COVID19. Chaotic &amp; contradictory messaging doesn't help. He didn't protect ., his wife, his son, nor himself. . . . . . . . .  \r\n\r"", 'labels': ['Trump'], 'scores': [0.9309622645378113]}","{'sequence': '  Hey Everyone, let the #NBC top sponsors know You are boycotting them!!! NBC caved into #Trump and will air his TownHall around same time as #Biden has his tonight.  Anything for ratings!!!!       \r\n\r', 'labels': ['Trump'], 'scores': [0.9830576181411743]}"
51,"{'sequence': '#Trump collusion w Russia.  let him off. Stripping ACA after #Trump let CV spread, 220K dead Americans. Millions unemployed. Small businesses struggling. No CV plan.  Russia &amp; NK escalating. $430 Million owed? Taxes/financials obstructed. Voter suppression. Give AF abt Hunter  \r\n\r', 'labels': ['Trump'], 'scores': [0.7725666761398315]}","{'sequence': '#TrumpRallyIowa #MAGA #KAG #FourMoreYears #Trump #TrumpPence2020 #VoteEarly #Vote2020 #VoteInPerson = SAFER. #VoteRED2020RemoveEveryDemocrat #Democrat are destroying America!!  \r', 'labels': ['Trump'], 'scores': [0.9860889315605164]}","{'sequence': 'Another #Murdoch hack job - just like  and spread by #trump lovers like\r', 'labels': ['Trump'], 'scores': [0.9673211574554443]}","{'sequence': '   Hey Everyone, let the #NBC top sponsors know You are boycotting them!!! NBC caved into #Trump and will air his TownHall around same time as #Biden has his tonight.  Anything for ratings!!!!       \r\n\r', 'labels': ['Trump'], 'scores': [0.9822194576263428]}"
52,"{'sequence': ""#Trump: You don't mind if I go off script, right? This stuff is--you don't want to hear about Hunter and his millions of dollars. Where's Hunter? Is he here? Where's Hunter?  Things have gone...awry.\r\n\r"", 'labels': ['Trump'], 'scores': [0.4358973205089569]}","{'sequence': 'SE Cupp: Trump is #Self-destructing in the eleventh hour -   -  \r', 'labels': ['Trump'], 'scores': [0.9992724061012268]}","{'sequence': ""Am I the only one who see something seriously wrong will #FoxNews #FoxAndFriends the station couldn't be any more bias..Those people are a extension of whatever #Trump want out...and they put it out there...truth be d**nd...whatever happened to journalistic integrity... fake news    \r"", 'labels': ['Trump'], 'scores': [0.9638764262199402]}","{'sequence': 'How awesome! My TwitterVersary!    \r', 'labels': ['Trump'], 'scores': [0.19009047746658325]}"
53,"{'sequence': ""Good news are NOT broadcasted by fake news.  It's really sad! Thank you Mr. Trump!   \r"", 'labels': ['Trump'], 'scores': [0.3451833426952362]}","{'sequence': "" Dream on. You'll need it because Nov. 3 will be a nightmare for #trump and \r"", 'labels': ['Trump'], 'scores': [0.9766936302185059]}","{'sequence': 'When asked about his son’s #Baron positive #COVID19 test #Trump responded:    Who?  \r', 'labels': ['Trump'], 'scores': [0.680528998374939]}","{'sequence': ' Yeah and why do you let disinformation about #trump?  \r', 'labels': ['Trump'], 'scores': [0.9437039494514465]}"
54,"{'sequence': ' #donaldtrump 4 more years!\r', 'labels': ['Trump'], 'scores': [0.9962655305862427]}","{'sequence': ' Great idea; since  will give #DonaldTrump town hall coverage across all channels,      should carry  town hall with .     \r\n\r', 'labels': ['Trump'], 'scores': [0.9949445724487305]}","{'sequence': ' #Trump will think this makes these employees smart!\r', 'labels': ['Trump'], 'scores': [0.9760912656784058]}","{'sequence': 'Don’t be a chump Vote #TRUMP #BIDEN is a LIAR   \r', 'labels': ['Trump'], 'scores': [0.9715762138366699]}"
55,"{'sequence': '  216,000 deaths those people went away magically it was so amazing we dont need to fear #COVID19 just fear the #COVIDIOTS so many #fools believe #TrumpIsALaughingStock #TrumpPence2020 #TrumpFakedCovid #Trump #TrumpFailed #DumpTrump #TrumpCrimeFamily #TrumpLiesAmericansDie   \r\n\r', 'labels': ['Trump'], 'scores': [0.9395495057106018]}","{'sequence': 'The Evilness of human beings should be measured in TRUMPS. . .             \r', 'labels': ['Trump'], 'scores': [0.2777041792869568]}","{'sequence': '  Congrats!  So #Trump of You as 😷#Romania People $ink Under #Covid_19 - Wake Up  🤒  \r', 'labels': ['Trump'], 'scores': [0.9495282173156738]}","{'sequence': 'The second most disheartening thing of 2020 behind #Trump is the realization that 50% of Americans suck ass.\r', 'labels': ['Trump'], 'scores': [0.2996656000614166]}"
56,"{'sequence': '“We have heard the Election called at midnight, Master #Trump.”  \r\n\r', 'labels': ['Trump'], 'scores': [0.9739745259284973]}","{'sequence': 'This man is in the wrong profession! He’s a comedian! 😂😂😂    \r', 'labels': ['Trump'], 'scores': [0.16064077615737915]}","{'sequence': '#Trump Corruption!  \r', 'labels': ['Trump'], 'scores': [0.9973337054252625]}","{'sequence': 'Don’t be a chump Vote #TRUMP #BIDEN is a LIAR   \r', 'labels': ['Trump'], 'scores': [0.9715762138366699]}"
57,"{'sequence': 'Hello!! For your image background removal, retuch or resize it-  Check out our Gig on Fiverr:     #photoshop #backgroundremoval  #removebackground #Retouching  #DonaldTrump #Lowa #DesMoines #cutout #image #Crocs #Dexter #SHOWTIME #MichaelCHall \r\n\r', 'labels': ['Trump'], 'scores': [0.7451503276824951]}","{'sequence': '""Product #Review: QAnon: What you need to know as this unhinged, pro-#Trump conspiracy theory grows #News"":  \r\n\r', 'labels': ['Trump'], 'scores': [0.9829419851303101]}","{'sequence': '  Monster crowds everywhere #Trump goes. Do the #Democrats think for a minute these people at his #Rallies are NOT going to #VoteTrump2020 ?  \r', 'labels': ['Trump'], 'scores': [0.9911597371101379]}","{'sequence': ' Don’t lose hope, coz #Trump is gonna set #America free again!🇺🇸🇺🇸🇺🇸🇺🇸\r\n\r', 'labels': ['Trump'], 'scores': [0.9891387820243835]}"
58,"{'sequence': '  216,000 deaths those people went away magically it was so amazing we dont need to fear #COVID19 just fear the #COVIDIOTS so many #fools believe #TrumpIsALaughingStock #TrumpPence2020 #TrumpFakedCovid #Trump #TrumpFailed #DumpTrump #TrumpCrimeFamily #TrumpLiesAmericansDie   \r\n\r', 'labels': ['Trump'], 'scores': [0.9395495057106018]}","{'sequence': '  Here’s an idea, since  has decided to give #DonaldTrump town hall coverage across three channels,      should carry  town hall with .    \r\n\r', 'labels': ['Trump'], 'scores': [0.9954473972320557]}","{'sequence': '#Trump #TrumpCovid what else ?👌💊 210 000 deaths Usa ?  Want how many motr?  \r', 'labels': ['Trump'], 'scores': [0.9899100661277771]}","{'sequence': '#Democrats need 2 turn out #voting in the hundreds of millions 2 make no mistake we want #Trump and the horse he rode in on out of office &amp; the numbers we seeing now have not even hit the West Coast We need 2 blow this b%tch up 2 make no damn mistakes \r', 'labels': ['Trump'], 'scores': [0.9968459010124207]}"
59,"{'sequence': ""Do you ever think that #Giuliani, a man who used to have a respectable reputation...is going to end up in prison? Because he's involved in too many shady enterprises..#Ukraine #Russia #Trump #Corruption #GOP #Republicans #MAGA #forged #HunterBiden      \r\n\r"", 'labels': ['Trump'], 'scores': [0.9325168132781982]}","{'sequence': ""And #Trump really what's the goal. You HAVE EVERYTHING TO END THIS NOW...WHY WAIT..  \r"", 'labels': ['Trump'], 'scores': [0.9879509806632996]}","{'sequence': '  This should be a big worry for the #Trump camp.\r', 'labels': ['Trump'], 'scores': [0.9479095339775085]}","{'sequence': 'Don’t be a chump Vote #TRUMP #BIDEN is a LIAR   \r', 'labels': ['Trump'], 'scores': [0.9715762138366699]}"
60,"{'sequence': ' 🚨   #TruthMatters   #Trump proved to be DANGEROUSLY Incompetent faced with #COVID19 👇👇👇👇👇👇👇  \r', 'labels': ['Trump'], 'scores': [0.9880289435386658]}","{'sequence': ""These people that  is interviewing at another #Trump rally are the reason the #USA is in the situation we're in with the #coronavirus. They don't care if they die? All of them should be in one location so they can infect each other, not us.  \r\n\r"", 'labels': ['Trump'], 'scores': [0.9635320901870728]}","{'sequence': '""The biggest documented liar in human history:   \r\n\r', 'labels': ['Trump'], 'scores': [0.8676833510398865]}","{'sequence': '  Hey Everyone, let the #NBC top sponsors know You are boycotting them!!! NBC caved into #Trump and will air his TownHall around same time as #Biden has his tonight.  Anything for ratings!!!!       \r\n\r', 'labels': ['Trump'], 'scores': [0.9830576181411743]}"
61,"{'sequence': ""The world would be safer with  as #potus and  as #vp. A safer world makes #America great again. The #USA need partnerships in the world without . #Trump wants a single powerful country. That's not possible in a global world. \r"", 'labels': ['Trump'], 'scores': [0.683201789855957]}","{'sequence': ' Why is this being suppressed by the #fakenewsmedia after they pushed mythical #Trump-#Russia #collusion for YEARS?\r', 'labels': ['Trump'], 'scores': [0.620962381362915]}","{'sequence': 'He’s literally Rick-rolling America...      \r', 'labels': ['Trump'], 'scores': [0.9735090732574463]}","{'sequence': '  In the 1988 Presidential election Biden had to drop out of the race because he PLAGIARIZED.\xa0 Now he’s plagiarizing the #Trump COVID plan, Boris Johnson’s slogan “Build Back Better”\xa0 and more.\xa0 Vote    \r\n\r', 'labels': ['Trump'], 'scores': [0.36932024359703064]}"
62,"{'sequence': 'State of the race in SOUTH CAROLINA as of 10/14/2020  Polling Average:  Trump 51.0% (-0.1% from yesterday) Biden 43.8% (-0.2% from yesterday)  Win probabiity:  Trump: 88.7% (+0.3% from yesterday) Biden: 11.3%   Source: FiveThirtyEight     \r', 'labels': ['Trump'], 'scores': [0.5232011079788208]}","{'sequence': '  Turn #Trump on \r', 'labels': ['Trump'], 'scores': [0.9912986159324646]}","{'sequence': 'Donald Trump’s Youngest Son Makes Full Recovery After Testing Positive for Covid-19   via @         \r', 'labels': ['Trump'], 'scores': [0.8637990951538086]}","{'sequence': 'If you think any rapper who makes over $400,000 a year   #pdiddy is #voting for #BidenHarris2020 #Biden you’re crazy yes they will #vote for #trump he better suits them\r\n\r', 'labels': ['Trump'], 'scores': [0.9808838367462158]}"
63,"{'sequence': 'Well #kayleighmcenany was taken off of Twitter for this post. Retweet if you will.  Censorship of Conservatives must stop.  #TrumpPence2020 #TrumpCoupPlot #DonaldTrump #donaldtrump2020  #KAG2020LandslideVictory #KAG #MAGA2020 #censorship     \r', 'labels': ['Trump'], 'scores': [0.9859706163406372]}","{'sequence': 'These 2 fucking dummies. Lol.         \r', 'labels': ['Trump'], 'scores': [0.21704831719398499]}","{'sequence': ' Got ‘r yesterday in Midland...waiting lines here too....#TRUMP 2020\r', 'labels': ['Trump'], 'scores': [0.9992696642875671]}","{'sequence': ""Like a #BrokenClock, etc...When he's #right, he's #right!  #Biden: #People Who Think They’re #BetterOff Under #Trump Shouldn’t #Vote for Me  \r\n\r"", 'labels': ['Trump'], 'scores': [0.9853971600532532]}"
64,"{'sequence': '#Trump #Covid19 #TrumpLiesAmericansDie  Immunologist Florian Kramme, “#herdimmunity through natural infections is not a strategy, but an indication for the government’s malfunction to control a breakout and to pay for this with lost lives.”      \r\n\r', 'labels': ['Trump'], 'scores': [0.9909626841545105]}","{'sequence': '  #Putin supports #Trump #VanillaISIS supports #Trump2020 #ProudBoys support #TrumpPence2020 #PromisesMadePromisesKept #KAG #MAGA #WomenForTrump #LatinosForTrump #BlacksForTrump  #Sturgis2020 . . . . . . . .\r', 'labels': ['Trump'], 'scores': [0.997913658618927]}","{'sequence': 'Sure is looking like the final days of the #Trump campaign is playing out like the final scene in Thelma and Louise...\r', 'labels': ['Trump'], 'scores': [0.946491003036499]}","{'sequence': ' Hey Everyone, let the #NBC top sponsors know You are boycotting them!!! NBC caved into #Trump and will air his TownHall around same time as #Biden has his tonight.  Anything for ratings!!!!       \r\n\r', 'labels': ['Trump'], 'scores': [0.9840931296348572]}"
