,output_esp,output_eng
655," #EsUnHonorEstarConObrador #Amlo ya controla la DEA y a #Trump jajajaja  ","Aaaaaand he's done. #Trump has left the stage! He appears to be confused about where his plane is, though. He seemed to be about to just wander off into the darkness before looking over and seeing where the Secret Service were going.   That was an interesting few seconds.
"
656,"Casi todas las televisiones y radios sólo nombran a Trump para criticarle sin aclarar nada... Nunca para decir algo positivo. Pues a mi cada vez me cae mejor ese señor. Cuando todo el sistema va contra ti, sin sentido, es que algo estás haciendo bien.   
","  Time for them to reap what they sowed. #BidenHarrisToSaveAmerica  Defeat #racism Defeat #hate Defeat #xenophobia Defeat the #GOP Defeat #Trump now. "
657,"#Tribuna #EstadosUnidos El futuro de la democracia está a prueba frente a las acusaciones del presidente #DonaldTrump ante un fraude electoral   ","#ponziEconomics #corporatewelfareBenefits through the roof  #affordablehousingDisappearing tired of being a trained seal. We matter we demand progress and results #MedicareForAll #DonaldTrump built the wall without our permission.  We demand   "
658,"Periodista de la #NBC vuelve con la pregunta del supremacismo blanco... la misma que le hacen a #Trump en TODOS los debates. Ya no hacen periodismo ni buscan la verdad, antes disimulaban un poco, con Trump ni eso, el los muestra tal cual son    
","Book his flight? Someone needs to tell Tommy that #Trump is already president. He should be in Greece already. Why wait until Trump is re-elected?  Poor Greece!  "
659,"Ya está disponible nuestro informe de apertura de los mercados financieros. El mejor análisis de la situación de las bolsas.  #bolsa #trading #Ibex35 #EEUU #Trump #NASDAQ #Biden   #BCE  No te lo pierdas  ","GoFundme page raises only $50 before taken down: Utah Trump supporter coughs on protesters, says Black Lives don’t matter, becomes widely hated on the internet   #Robert Brissette #Donald Trump    
"
660,"Y esta vez tengo la impresión que toda la ""guerra"" entre familia #Biden y familia #Trump, debido a presuntos negocios con #China, tiene un transfondo más profundo de lo que los medios nos quieren mostrar. Nada nuevo bajo el sol, están de moda los circos 🎪 políticos.  (CONTIN...)  
","82. News: ""I Went to the Rally Last Night in Johnstown, Pennsylvania and President Trump Wanted to Kiss Me"" (VIDEOS)       
"
661,"#Mundo 🌎] El hijo menor de #DonaldTrump también dio positivo de #Coronavirus. 👉 (Link:    ","Yup  on #Trump rallies ""He's at his third maskless masquerade of the week"". The question is why is the  doesn't care &amp; is silent as #POTUS's strategy is now out: #HerdImmunity #HerdImmunityIsMassMurder.
"
662,"🎥 #ENVIDEO: #Trump y #Biden eligen su propio escenario para responder preguntas de los votantes en estados clave        ","  #Trump inherited $400m from his daddy - he lost it all - he is now $400m in debt - and he pays no income tax  Trump inherited a booming economy from Obama - the economy is in freefall - the federal deficit is out of control - millions are unemployed  America will   "
663,"Para quienes están hace tiempo hinchando en las elecciones de #EUA les recuerdo que si usted no es gringo, para los candidatos usted es una basura insignificante. Y si usted, ""progresista"", cree que #Biden es mejor que #Trump, infórmese antes de mostrar como baja su cerviz!  
","  Does Trump still refer to Barron as her son or... "
664,"El presidente #Trump dice que se encargará del programa    "," The more Trump talks, the more votes #Trump loses.  
"
665,"Pacientes con #COVID19 están preocupados por el futuro de los servicios médicos  Visitamos un hospital en #Houston para conocer lo que piensan algunos pacientes hispanos afectados por el virus sobre el manejo de la pandemia en la Administración #Trump.   ","I'm wondering if #Trump even got the virus at all? He obviously has the power to make people lie for him (going on 4yrs now). What if he never did &amp; he's saying he did so people are over confidant &amp; he gets more votes? I'm sorry I trust him as far as I can throw a grand piano!"
666,"#Elecciones2020 Definitivamente #Trump fuera de  es como un pez fuera del agua  Perseguido por sus mentiras y falsedades su paso por  apenas sirvió para presentar una caricatura de sí mismo  ","#Trump says he'll kiss all in crowd b/c he's ""immune"" @ his #SuperSpreaderTrump Rally which is a lie- he's not!  When you said we only have so many more rallies to endure was a 💡 moment for me I hadn't thought about! That will be a great relief!  
"
667,"#AMLO exige perdón de parte del Papa y de la Corona española pero es incapaz de oponerse a #Trump y paga deuda injusta de agua sacrificando cosechas de campesinos mexicanos","#Trump is like a six year old.  If you don't give me your chicken nugget you can't be my friend.  "
668,"NBC quería hacer quedar mal a #Trump ante las mujeres, pero el público no le compró la táctica. Este es el grupo electoral que los medios de prensa quieren restarle al Presidente, porque se inscribieron para votar más mujeres que hombres.    
","#Trump all the way"
669,"#Elecciones2020 #Trump en ⁦⁩ ni condena, ni se desmarca de los conspiracionstas  
","""Lost in the outrage (over #TrumpsTaxes) is the fact that the tax provisions that allowed Mr. #Trump to trim his tax bill were probably not illegal or the results of tax schemes concocted by anti-tax legislators."" Thank you 
"
670,"Aquí podéis leer mi modesto análisis del distinto tono en que #Trump y #Biden se dirigen a su electorado a través de Twitter.  💥 El republicano repite términos con connotaciones negativas y abandona la palabra ‘América’ y derivadas: prefiere confrontación a unidad.  ","Thanks for reading my #Trump tweets, everybody! I appreciate it!  
"
671,"#Mundo #P7Informa #Trump dispuesto a aumentar paquete de estímulo     RQuks (via pagina_siete)  ","#Trump campaign worker registering voters changes a #Biden voter's mind. He's now voting for . Apparently you can use logic &amp; reason with 'some' #Liberals — who knew?🤔  Full clip:    "
672,"Todo el país está mano sobre mano, esperando a ver quién va a ganar las elecciones norteamericanas! La independencia no significa gobernar de tal forma que el dólar suba y baje con cada tos de #Trump. El gobierno de Rohani ha dejado el país. Los ministros están apáticos.   
","#Trump is his usually self  Nothing has changed  He was never #Covid19 positive  He's belittling #JoeBiden as being close to death, while praising the dictators that he wants to be like  So I guess he isn't angry with #China about the #CoronaVirus anymore   
"
673,"#DonaldTrump: Qué ha dicho sobre inmigración y discriminación la jueza que Trump nomina a la Corte Suprema.  ","I will not like, retweet or reply to any tweets that refer to #Trump's unqualified &amp; absurd #SCOTUS nominee by her initials, no matter how clever they may be.
"
674,"“Son las mujeres, y más aún las universitarias, las que parecen mantener posiciones más moderadas y racionales en la política. Son las #mujeres el dique de contención de #Trump”, escribe hoy   
"," I get the SYSTEM doesn't work. The anger, frustration, despondency... But, getting in bed with the devil incarnate isn't the answer. He personifies #WhiteSupremacy . It's all transactional with #Trump . Whatcha got for him? What do you expect? Give #KamalaHarris a chance.  
"
675,"QUERIDO  : Claro ! #DonaldTrump, yo revelo toda la información sobre los negocios de mi familia, SI TÚ TAMBIÉN REVELAS TOOOODA LA INFORMACIÓN DE LOS NEGOCIOS DE TU FAMILIA. Gracias.- Atte-  . #Elecciones2020  #JoeBiden    
","#Trump doesn't know the name of the virus. He's calling it #Corona19. Every single day with this man gets more and more horrifying. "
676,"Con las #elecciones #USA ya a la vista, con el infeccioso #Trump infectado y con #Biden subiendo en las encuestas, numerosos analistas esperan que el ganador en la cita del 3 de noviembre sea… ¡#China!  Un artículo de  👉     
","If re-elected, a #Trump administration ""will make America the manufacturing superpower of the world, ending reliance on China once &amp; for all,” by rewarding with low taxes companies that ""move jobs"" to the USA &amp; imposing ""steep tariffs"" on any that leave   
"
677,"🇺🇸 | ESTADOS UNIDOS  Donald Trump, sobre la gestión por el coronavirus en EEUU: ""Estoy haciendo un trabajo increíble""  
",", okay guys you need to take back your song “YMCA” from #Trump!  Tell him he can’t use it!  His awful dancing is abusing the heck out of it!
"
678,"🇺🇸Pence pide “cuatro años más” de #Trump para mantener las sanciones a Cuba     ","""It is only one poll, so the results should be taken with a huge grain of salt, but all of the recent polls have been trending in the same direction in both state and national polling. #JoeBiden is gaining support.  #DonaldTrump is losing support.""
"
679,"El 'no face -to-face #PresidentialDebate' entre #Biden y #Trump fue como un #debate 'contagiado' a la distancia en una crisis 🇺🇸 en medio otra crisis 😷.  #Diplomatique 🔮🌐     ","#Trump hosts a '#MAGA' rally in #Iowa   via "
680,"#DonaldTrump: Gobierno de Trump renueva su impulso para un acuerdo de armas nucleares con Rusia antes de las elecciones.  "," #NewYorkPost #BurismaBribedBiden #BurismaGate #WheresHunter #RussiaHoax #Trump WAS RIGHT AGAIN!!!  RETWEET and drive washed up, NOT funny DESPeRATE KATHY Griffin CRAZY!!  WE ❤️❤️❤️❤️❤️❤️#PresidentTrump❤️❤️❤️❤️❤️❤️ #WomenForTrump #Trump2020 🇺🇸🇺🇸🇺🇸
"
681,"#EEUU Menos de dos semanas después de ser diagnosticado con COVID-19, #Trump evitó responder directamente a una pregunta sobre si se sometió a una prueba diagnóstica el día del debate del 29 de septiembre, y se limitó a decir: “Tal vez lo hice, tal vez no lo hice”.   
","Yes I have had #Trump blocked sense he stole office I don't want his nasty face in view of my computer screen I get enough watching others post his trash He makes me take 2 much Pepto Bismol 2 remedy my stomach problems with his ignorant ass  "
682,"[CNN] 5 conclusiones del duelo de foros de Biden y Trump     ","What is the current over/under for Trump's twitter account being suspended by  before the election??  I'm guessing 7 days.   "
683,"¿Quién tiene más menciones en medios durante la campaña electoral en #EEUU, #Trump o #Biden? ¿En quién se centran los medios internacionales? ¡Explora los datos y descúbrelo en nuestra app analítica!    
","Just in case you still don't know....💯  Fuck #Trump   "
684,"Nuestros paisanos en EEUU pagan más en impuestos qué el corrupto de #DonaldTrump #WeFeedYou #TrumpTaxCheat #TrumpIsCorrupt #LatinosAgainstTrump        ","Donald #Trump should be removed from office &amp; possibly arrested for holding super-spreader #MAGA rallies, knowingly getting Americans sick &amp; killed.  
"
685,"Universidad de Miami prueba anticuerpos que le dieron a Trump     ","🔴MASSIVE Trump Rally at Des Moines International Airport in Des Moines, Iowa #MAGA #DesMoines #Iowa #TrumpRallyIA #OperationMAGA #MAGA #Trump2020 #TrumpRally #MAGA2020 #KAG2020 #Trump #JoeBiden #DonaldTrump     
"
