,output 1,output 2,output 3,output 4
31,"{'sequence': '#14Oct Admirador de #Trump murió de un infarto al enterarse que el presidente tenia     \r', 'labels': ['Trump'], 'scores': [0.9454617500305176]}","{'sequence': '🇺🇲💣 | #Trump | #Biden | #EstadosUnidos | #Elecciones |  Trump se burló de Biden con un meme y lo mandó al geriátrico   \r', 'labels': ['Trump'], 'scores': [0.9105834364891052]}","{'sequence': 'Presidente Trump participará en foro público este jueves en Miami      \r', 'labels': ['Trump'], 'scores': [0.9920876026153564]}","{'sequence': ' #NoMoreTrump #NoMásTrump ¿Qué diferente sería si los hubiera gastado en su sistema de salud, verdad? #Cuba🇨🇺 comparte lo que tiene mientras #Trump 🇺🇸desperdicia su💵, porque #AquíNadieSeRinde #SomosContinuidad #TrumpNoNosEntendemos   \r\n\r', 'labels': ['Trump'], 'scores': [0.6911739110946655]}"
32,"{'sequence': '¿Por qué no votar por #DonaldTrump para Presidente de los Estados Unidos?  Pues #TheSimpsons dan 50 razones. 😲  \r', 'labels': ['Trump'], 'scores': [0.9187058210372925]}","{'sequence': '#Trump, a la defensiva, con los sondeos en contra  \r\n\r', 'labels': ['Trump'], 'scores': [0.982452929019928]}","{'sequence': '#BuenJueves en  #Internacional  🇮🇱 #Israel y su campaña por #Trump 🇺🇸 #BorderPatrol actuó en Guatemala contra migrantes 🇦🇷 #Guernica contra el desalojo 🇺🇾 #Uruguay solidaridad con #Gernica 🇪🇺 #Europa rebrote descontrolado, gestión represiva    \r\n\r', 'labels': ['Trump'], 'scores': [0.8256157040596008]}","{'sequence': '#Twitter bloquea la cuenta de la campaña de #Trump via   \r', 'labels': ['Trump'], 'scores': [0.9583178758621216]}"
33,"{'sequence': 'Hijo menor de #Trump, Barron, dio positivo a #COVID19👉👉👉   \r\n\r', 'labels': ['Trump'], 'scores': [0.8878389000892639]}","{'sequence': '😷El hijo menor de #Trump, Barron, también dio positivo en coronavirus    \r\n\r', 'labels': ['Trump'], 'scores': [0.9320602416992188]}","{'sequence': 'Previo a las elecciones presidenciales de Estados Unidos, un sondeo registró una ligera ventaja de #JoeBide sobre #DonaldTrump.     #AbreLosOjos #ImagenNoticias con    \r\n\r', 'labels': ['Trump'], 'scores': [0.696729302406311]}","{'sequence': '#Noticia desde #Cuba A pesar de #Trump Havana Club sigue creciendo   \r', 'labels': ['Trump'], 'scores': [0.710460901260376]}"
34,"{'sequence': '  - Donald Trump; ""¡Voy a besar a los hombres y las bellas mujeres!""     \r\n\r', 'labels': ['Trump'], 'scores': [0.9808392524719238]}","{'sequence': '🇺🇲 La lista de #tratamientos de #DonaldTrump para superar la #COVID19.  💊 ¿Qué es y para qué sirve cada uno de los #farmacos y #compuestos de esta lista❓   nos lo explica en este 📼 de  👇         \r', 'labels': ['Trump'], 'scores': [0.9906428456306458]}","{'sequence': ' Son varios que deben estar sufriendo, hasta historiadores venezolanos tenemos vendiendo la idea de que #Trump es igual a #chavez.  Pobre gente.\r\n\r', 'labels': ['Trump'], 'scores': [0.9228240847587585]}","{'sequence': 'El politólogo e historiador estadounidense Alan Lichtman ha acertado sus predicciones electorales desde 1984. Nos explica quien que ganará las #Elecciones2020 en Estados Unidos -si se celebran limpiamente- y por qué      \r', 'labels': ['Trump'], 'scores': [0.11980962008237839]}"
35,"{'sequence': '           Con motivo de la trágica situación de la #COVID19 en EE.UU., la mala gestión de su Gobierno y las estupideces de #Trump recuerdo este frase:  ""Y Resoplez comiendo mandarinas por ahí""      \r\n\r', 'labels': ['Trump'], 'scores': [0.9063189625740051]}","{'sequence': '🇺🇸 #DonaldTrump, en un mitin de campaña en Pensilvania pidió muy a su estilo el apoyo de los asistentes: “¿Puedo pedirles que me hagan un favor, mujeres de los suburbios? ¿Me podrían apoyar, por favor? Por favor. Salvé sus malditos vecindarios, ¿OK?”  \r\n\r', 'labels': ['Trump'], 'scores': [0.7566664218902588]}","{'sequence': 'Miami centra campaña de Trump-Pence por el voto latino y evangélico              \r', 'labels': ['Trump'], 'scores': [0.9811577200889587]}","{'sequence': 'Barron, hijo menor de #Trump, tuvo #Covid19 🤦\u200d♀️           \r\n\r', 'labels': ['Trump'], 'scores': [0.9686170220375061]}"
36,"{'sequence': ' Yaaa!, para farzas tenemos a #Trump  En todo caso: fiuuu, por fin algo de democracia.😁🤣😂😂\r\n\r', 'labels': ['Trump'], 'scores': [0.9879307150840759]}","{'sequence': '#Trump recortando la ventaja de Biden según alguna encuesta y siguen conversaciones sobre una nueva ronda de estímulos. #Fed apela a la necesidad de la política fiscal y monetaria para la recuperación. Quarkes: necesidad de apoyo duradero en treasuries \r', 'labels': ['Trump'], 'scores': [0.823760986328125]}","{'sequence': '     Desde hacé tiempo esté cobarde   defendiendo a su candidato 💵💵💵💵💵💵  así le tiras tierra a  por qué vas por el comunista adversario de #DonaldTrump que clase de periodista son éstos borracho con un pasado oscuro\r', 'labels': ['Trump'], 'scores': [0.85940021276474]}","{'sequence': ' Esto pasa cuando las personas tienen problemas personales de auto engaño, ego y miedo de no confrontarse ellos y emiten un juicio desde sus carencias, seguro el presidente #Trump les revuelve algo en su estomago que aún no han podido digerir de su infancia.\r\n\r', 'labels': ['Trump'], 'scores': [0.9692413210868835]}"
37,"{'sequence': '#MelaniaTrump ha informado que su hijo #BarronTrump también contrajo #coronavirus como ella y el presidente #DonaldTrump ""Naturalmente, mi pensamiento se fue inmediatamente hacia nuestro hijo"", señaló Melania      \r\n\r', 'labels': ['Trump'], 'scores': [0.3500846326351166]}","{'sequence': '“ #Biden necesita no sólo la victoria, sino además que sea indiscutible. En caso de un desenlace muy ajustado, se abrirá un período de extraordinaria tensión e incertidumbre”. Muy recomendable análisis de  sobre los planes de   \r\n\r', 'labels': ['Trump'], 'scores': [0.5403341054916382]}","{'sequence': ' Tiratela de loco, ya tienes claro el mensaje de \r\n\r', 'labels': ['Trump'], 'scores': [0.2636360824108124]}","{'sequence': 'De cara a las elecciones presidenciales en EEUU🇺🇲, este especial investiga las biografías de #DonaldTrump y #JoeBiden centrándose en cómo han respondido en momentos de crisis.   THE CHOICE 2020: TRUMP VS. BIDEN, esta noche por  y  📲  \r\n\r', 'labels': ['Trump'], 'scores': [0.8640347123146057]}"
38,"{'sequence': '📌 #Trump acusa a  de querer subir un 14% los impuestos a la clase media. Esto es falso  Una propaganda lanza esta acusación falsa pero diversos centros de estudio demuestran que no tiene sustento alguno.  ✍🏻  de     \r', 'labels': ['Trump'], 'scores': [0.9067414999008179]}","{'sequence': 'Donald Trump “verificará” el tema de los ovnis via:        Se acercan elecciones en #EEUU y los candidatos vuelven a hablar de #ovnis. Ahora es el turno de Donald \r', 'labels': ['Trump'], 'scores': [0.9210928082466125]}","{'sequence': 'Sondeo Reuters/Ipsos: Trump se acerca a un empate técnico con Biden en Florida.    \r', 'labels': ['Trump'], 'scores': [0.9740978479385376]}","{'sequence': '🇺🇸¿A quién preferiría como próximo presidente de Estados Unidos? #Biden #Trump #EstadosUnidos 🇺🇸\r', 'labels': ['Trump'], 'scores': [0.9848350882530212]}"
39,"{'sequence': "" Los venezolanos no podemos apoyar al socialismo en ningún lugar del mundo     Mucho menos si son aliados del chavismo... todos los venezolanos apoyamos a #Trump2020   Dios mediante, #Trump pa'lante  \r\n\r"", 'labels': ['Trump'], 'scores': [0.8181300759315491]}","{'sequence': 'Names(video)..#LincolnProject..#Covid19..#Trump..   \r', 'labels': ['Trump'], 'scores': [0.987951397895813]}","{'sequence': 'Ella es la Dra. Gretchen Goldman  científica 🇺🇸 entrevistada por #CNN para hablar sobre #Trump al mando de la Administración Nacional Oceánica y Atmosférica. Después de su entrevista  compartió la segunda foto con el siguiente texto:  \r', 'labels': ['Trump'], 'scores': [0.49360132217407227]}","{'sequence': '👥🇺🇸 ¿Quién será el próximo presidente de Estados Unidos? #Biden vs #Trump.   📺 Este 3 de noviembre sigue la cobertura de las #Elecciones2020 en .  \r', 'labels': ['Trump'], 'scores': [0.7974098324775696]}"
40,"{'sequence': 'Barron, el hijo menor del presidente de EE.UU., #DonaldTrump, dio positivo en coronavirus después de que sus padres contrajeran la enfermedad. Esto informó su madre ▶️  \r\n\r', 'labels': ['Trump'], 'scores': [0.3827630281448364]}","{'sequence': ""#ArrestThePresident Among other things #DonaldTrump is a #Murderer #Covid #pandemic #PandemiaDelCoronavirus 'Arrestar al presidente es tendencia, así que quería aprovechar esta oportunidad para recordarles a todos que Trump es un criminal que debería ser arrestado. Vote Biden.'  \r\n\r"", 'labels': ['Trump'], 'scores': [0.7307173609733582]}","{'sequence': '  Haber que moral tenés   sos un pegador de mujeres fuiste un alcohólico te volviste zurdo si todo el tiempo atacás a #DonaldTrump que se puede esperar de vos 💵💵💵🤡🤡🤡🤡🤡🤡🤡🤡\r', 'labels': ['Trump'], 'scores': [0.8862019181251526]}","{'sequence': '¿Demi Lovato contra #DonaldTrump? La cantante se ganó la censura de los medios en #EU por esta acción 😲     \r', 'labels': ['Trump'], 'scores': [0.7251484394073486]}"
41,"{'sequence': ""Y Trump es el que se parece a Chavez... give me a f***n' break!  \r"", 'labels': ['Trump'], 'scores': [0.9494979977607727]}","{'sequence': '#EEUU #China Para ahorrarnos operaciones matematicas: #DonaldTrump dice que lo que está haciendo bien frente a la pandemia: China poblacion 1.439 millones, fallecidos 4.624, EEUU poblacion 330 millones, fallecidos 220.873.Lo está haciendo bien pero para las funerarias\r\n\r', 'labels': ['Trump'], 'scores': [0.9141601324081421]}","{'sequence': 'De ganar #Trump las Prox. elecciones presidenciales de EEUU el #2Nov20 pondría al mundo en grave riesgo. La estupidez, arrogancia y ambición de ese hombre causan temor y preocupación.  Ojalá que la mayoría del pueblo vote por el mal menor    \r\n\r', 'labels': ['Trump'], 'scores': [0.7870858907699585]}","{'sequence': 'El nazifascismo de un mercenario y arrastrado lacayo.. mayordomo de #Trump     \r', 'labels': ['Trump'], 'scores': [0.8801508545875549]}"
42,"{'sequence': 'Hijo menor de #Trump también contrajo Covid-19  \r', 'labels': ['Trump'], 'scores': [0.9504926800727844]}","{'sequence': 'Estados Unidos: Grupo de veteranos pagó por un anuncio contra Donald Trump en Florida - RPP Noticias      \r', 'labels': ['Trump'], 'scores': [0.8796855211257935]}","{'sequence': ' #Trump y su Comunidad de Inteligencia dedican presupuestos millonarios para fabricar la contrarrevolución y potenciar la subversión político ideológica pero la dignidad y rta del heroico pueblo de #Cuba nos ha permitido vencerlos.   \r', 'labels': ['Trump'], 'scores': [0.9643843770027161]}","{'sequence': 'El #coronavirus agita la campaña en #EEUU: se contagiaron un hijo de #Trump y dos asesores de      \r', 'labels': ['Trump'], 'scores': [0.9155077338218689]}"
43,"{'sequence': 'Gobierno #Trump impone sanciones drásticas a #Bancos iraníes  Fuente:                        \r', 'labels': ['Trump'], 'scores': [0.8932996988296509]}","{'sequence': 'El hijo de #DonaldTrump, Barron, había dado positivo al nuevo coronavirus, pero ahora sus resultados son negativos. #COVID19.  \r\n\r', 'labels': ['Trump'], 'scores': [0.870206892490387]}","{'sequence': 'Trump da un mitin en Florida, dice que está ""inmunizado"" y promete ""besar a todo el mundo"".    \r\n\r', 'labels': ['Trump'], 'scores': [0.8297644257545471]}","{'sequence': 'El 65% en #EU ve poca seriedad de #Trump en tema    \r', 'labels': ['Trump'], 'scores': [0.7761048078536987]}"
44,"{'sequence': '¡Descarado!  te paga para desprestigiar a #Trump acusandolo de misógino, cuando no hay nadie peor que Bill Clinton que puso a una pasante a que le hiciera una felación en la casa blanca   \r\n\r', 'labels': ['Trump'], 'scores': [0.9142298102378845]}","{'sequence': '#EEUU 🇺🇸 #USA Asesinan a un seguidor de #Trump delante de su hijo y el Trust mediático globalista lo silencia. El asesino está identificado como partidario de #BLM y rabioso simpatizante Demócrata; fue contratado como vigilante de seguridad   \r', 'labels': ['Trump'], 'scores': [0.5464591383934021]}","{'sequence': 'En el primer mitin desde la lucha contra COVID-19, Trump pintó una imagen deshonesta de la lucha del país contra la enfermedad, burlándose del ex vicepresidente Joe Biden por practicar el distanciamiento social y prometer\u2063 \u2063 --\u2063 \u2063       \r\n\r', 'labels': ['Trump'], 'scores': [0.9432461261749268]}","{'sequence': ""Esos Cubanos y Venezolanos van a estar buscando con mucha fuerza el pene de #Trump 's para chupar hoy.\r"", 'labels': ['Trump'], 'scores': [0.958247721195221]}"
45,"{'sequence': 'Con #Obama existía una regla que prohibía detener a #mujeres embarazadas, #Trump la eliminó en 2018, ahora es discrecional, se tiene q ver caso por caso. Al inicio del #covid19 veíamos a muchas embarazadas en los Centros de Detención q tuvieron que ser liberadas.   \r\n\r', 'labels': ['Trump'], 'scores': [0.8624562621116638]}","{'sequence': '#Trump visitó #Pensilvania, posiblemente el estado más importante en el mapa electoral, donde lanzó ataques feroces a la aptitud física de #Biden.   \r\n\r', 'labels': ['Trump'], 'scores': [0.9403001070022583]}","{'sequence': '¿Cuántos puntos sube  por esto?  (Todavía sigo con mi apuesta y acabo de doblarla a favor de #Trump)  \r', 'labels': ['Trump'], 'scores': [0.8464744687080383]}","{'sequence': '#UltimoMomento Twitter restringe temporalmente la cuenta de la campaña electoral de #DonaldTrump por un video sobre el hijo de #JoeBiden. La red social explica que el video violó sus reglas contra la publicación de información privada.  \r', 'labels': ['Trump'], 'scores': [0.9905639886856079]}"
46,"{'sequence': ' La verdad es que es bien contradictoria!! No apoya a #Trump pero dice que pronto veremos a Venezuela libre?? Por arte de magia? Y dando solo apoyo a los que están afuera?\r', 'labels': ['Trump'], 'scores': [0.5561046600341797]}","{'sequence': '📣Barron, hijo menor de #Trump y Melania da positivo a    \r\n\r', 'labels': ['Trump'], 'scores': [0.9650763869285583]}","{'sequence': 'Trump: No permitiré que EEUU se convierta en una versión de #Venezuela El canciller Jorge Areaza, también respondió a Trump en su cuenta de Twitter, señalando que el presidente de Estados Unidos está utilizando a Venezuela como tema de campaña electoral. Y golpearlo fuerte   \r\n\r', 'labels': ['Trump'], 'scores': [0.6686506867408752]}","{'sequence': '🇺🇸 | #Twitter restringe temporalmente la cuenta de la campaña electoral de #DonaldTrump por un video sobre el hijo de \r', 'labels': ['Trump'], 'scores': [0.9207979440689087]}"
47,"{'sequence': 'El demócrata Joe Biden supera levemente al presidente Donald Trump entre posibles votantes de Florida      \r', 'labels': ['Trump'], 'scores': [0.9530943632125854]}","{'sequence': ""¡Creo que es desgarrador! 'La cantidad de personas que parecen no reconocer la amenaza que representa #DonaldTrump para sus libertades y el estilo de vida estadounidense es impactante.'  \r"", 'labels': ['Trump'], 'scores': [0.9649569392204285]}","{'sequence': 'A días de las elecciones te presentamos el especial: #Trump o #Biden, los latinos piden.   Abordaremos los temas que no se hablaron en los debates y son cruciales para la comunidad.  ￼ 🗓Esta noche ⏰10 pm / 9C 📺Al aire y en plataformas digitales    \r\n\r', 'labels': ['Trump'], 'scores': [0.9405038952827454]}","{'sequence': '#Trump aventaja a #Biden entre votantes mayores de #Florida, según     \r\n\r', 'labels': ['Trump'], 'scores': [0.9890120625495911]}"
48,"{'sequence': 'A #Trump le interesa que le vaya bien a #México \u2066\u2069   \r', 'labels': ['Trump'], 'scores': [0.9513348340988159]}","{'sequence': 'David Alandete, corresponsal #ABC: ""No es inteligente dar por acabado a #Trump""  \r\n\r', 'labels': ['Trump'], 'scores': [0.8504967093467712]}","{'sequence': 'Este jueves #Trump y #Biden participan en foros, separados, a la misma hora en canales diferentes.  con el reporte.  \r\n\r', 'labels': ['Trump'], 'scores': [0.9653611779212952]}","{'sequence': 'En las páginas de este libro se revelarán las particularidades astrológicas del mandato presidencial de Trump.         \r', 'labels': ['Trump'], 'scores': [0.9663674235343933]}"
49,"{'sequence': 'EN DIRECTO: Enlácese al #debate presidencial en Estados Unidos       \r', 'labels': ['Trump'], 'scores': [0.1222090944647789]}","{'sequence': 'Los 4 años de #Trump dejan bajo mínimos la relación con #AméricaLatina. El primer paso para restituir las alianzas hemisféricas es abordar la crisis económica mundial y poner fin al caos político en EEUU.   analiza cómo ""Reparar el daño"".     \r\n\r', 'labels': ['Trump'], 'scores': [0.9749373197555542]}","{'sequence': '#AARP: #Florida #Biden 49% #Trump 47%. Entre 70 años, Trump 59%, Biden 38%. Hispanos, Biden 54, Trump 43. Florida han votado 1.9 millones per., 967,088 demócratas, 564,455 republicanos, 363,764 independientes y 21,778 otros partidos. Real Clear Politics, en EU, 9 pts arriba Biden\r\n\r', 'labels': ['Trump'], 'scores': [0.8900617361068726]}","{'sequence': 'De cara a las elecciones presidenciales en EEUU🇺🇲, este especial investiga las biografías de #DonaldTrump y #JoeBiden centrándose en cómo han respondido en momentos de crisis.   THE CHOICE 2020: TRUMP VS. BIDEN, esta noche por  y  📲  \r\n\r', 'labels': ['Trump'], 'scores': [0.8640347123146057]}"
50,"{'sequence': 'Joe #Biden afirma que acabará con la división en Estados Unidos.   Lo que no te dice es que su plan para unir a Estados Unidos gira en torno a eliminar a los blancos.   Dice abiertamente que ""la fuente de nuestra fuerza"" es la eliminación de los blancos      \r\n\r', 'labels': ['Trump'], 'scores': [0.10712970793247223]}","{'sequence': '""Tan pronto como enfermó (#Trump) supe que intentaría usar la enfermedad para ganar las #Elecciones2020, es lo único que le importa""  Afirma  en la entrevista de  vía .  \r\n\r', 'labels': ['Trump'], 'scores': [0.9683212637901306]}","{'sequence': 'Vincular el voto latino únicamente a las propuestas migratorias es una estrategia errónea.    \r', 'labels': ['Trump'], 'scores': [0.13451561331748962]}","{'sequence': 'Una de las #Medidas impuestas por la administración #Trump para afectar la #EconomíaCubana es la prohibición a los #Norteamericanos de importar #RonCubano hacia su país         \r', 'labels': ['Trump'], 'scores': [0.9512621760368347]}"
51,"{'sequence': '  A ver si no pasa como con #DonaldTrump que se “sanó” en 4 días. \r', 'labels': ['Trump'], 'scores': [0.8826966881752014]}","{'sequence': '🔴 Las evidencias de que #Trump va a desvelar alguna noticia impactante sobre Biden, Obama o Clinton en este Octubre Rojo.    vía \r\n\r', 'labels': ['Trump'], 'scores': [0.6866108179092407]}","{'sequence': 'Trump exige a Biden que revele de ""inmediato"" el supuesto delito de tráfico de influencias de su hijo Hunter -       \r\n\r', 'labels': ['Trump'], 'scores': [0.7944612503051758]}","{'sequence': '#Conspiración #Presentador de Fox News #Cuestiona a #Trump #Sobre los   \r', 'labels': ['Trump'], 'scores': [0.9797053337097168]}"
52,"{'sequence': 'No ha salido en CNN ni en ningún medio que se digna serlo, un #antifa mata a un seguidor de #Trump delante de su hijo   \r\n\r', 'labels': ['Trump'], 'scores': [0.6780891418457031]}","{'sequence': '#DonaldTrump, y su rival en las elecciones de noviembre, el demócrata #JoeBiden, ya no solo se pisan los talones en las encuestas en #Florida, también sobre el #terreno.    \r\n\r', 'labels': ['Trump'], 'scores': [0.9652577638626099]}","{'sequence': 'La primera dama de Estados Unidos, Melania Trump, reveló este miércoles que su hijo, Barron Trump, también tenía coronavirus, enfermedad que le había sido diagnosticada a ella y a su esposo.        \r\n\r', 'labels': ['Trump'], 'scores': [0.9718440175056458]}","{'sequence': '#Conspiración #Presentador de Fox News #Cuestiona a #Trump #Sobre los   \r', 'labels': ['Trump'], 'scores': [0.9797053337097168]}"
53,"{'sequence': 'Otra maniobra de #DonaldTrump para tratar de minimizar el fracaso de su administración en el enfrentamiento a la #COVID19 y buscar votos para el próximo 3 de noviembre  \r', 'labels': ['Trump'], 'scores': [0.9003981351852417]}","{'sequence': 'Trump e Biden sono testa a testa, secondo Zogby -            \r\n\r', 'labels': ['Trump'], 'scores': [0.9771578311920166]}","{'sequence': '#Trump y #Biden se miden en duelo televisivo, cada uno en un canal distinto &gt;    \r\n\r', 'labels': ['Trump'], 'scores': [0.9885448813438416]}","{'sequence': '#Conspiración #Presentador de Fox News #Cuestiona a #Trump #Sobre los   \r', 'labels': ['Trump'], 'scores': [0.9797053337097168]}"
54,"{'sequence': '👥🇺🇸 ¿Quién será el próximo presidente de Estados Unidos? #Biden vs #Trump.   📺 Este 3 de noviembre sigue la cobertura de las #Elecciones2020 en .  \r', 'labels': ['Trump'], 'scores': [0.7974098324775696]}","{'sequence': '🍷🇮🇹 #Italia no aprovecha los “aranceles #Trump” contra los vinos envasados franceses, españoles y alemanes.  ▶️         \r\n\r', 'labels': ['Trump'], 'scores': [0.8454678654670715]}","{'sequence': '🗣 : ""#Trump ha utilizado #AméricaLatina en la construcción de su estrategia política siguiendo dos batallas: inmigración y comercio"".   🔴    \r\n\r', 'labels': ['Trump'], 'scores': [0.9846351146697998]}","{'sequence': 'sería muy egoísta de mi parte venir y decirles que voten por #Trump para que ayude a liberar a #Venezuela   Ahora mi opinión personal: nadie quiere a #Trump   att: Un venezolano que vive en #USA 🇺🇸      \r', 'labels': ['Trump'], 'scores': [0.8827215433120728]}"
55,"{'sequence': '#Trump tiene el #síndromeDeLos3Chiflados #DonaldTrump                      \r', 'labels': ['Trump'], 'scores': [0.9753017425537109]}","{'sequence': ""No Apueste Por #Trump (Don't Gamble on Trump) - Trump dejo a America en bancarrota como lo hizo con sus casinos y sus empresas.  #NoApuestePorTrump #MeidasTouch #VoteBlue #KamalaHarris #JoeBiden #Joe2020 #BidenForPresident     \r"", 'labels': ['Trump'], 'scores': [0.4240606129169464]}","{'sequence': 'Lo normal, vienen huyendo de ella en sus países de origen, como para impulsarlo en US.. votan y apoyan a #Trump como si no hubiera mañana    \r\n\r', 'labels': ['Trump'], 'scores': [0.9495497941970825]}","{'sequence': 'El dilema de muchos venezolanos en USA 🇺🇸:   No sé por quién votar, si apoyo a #Trump q me asegura que sí va a invadir a #Venezuela y a liberarnos? Han pasado 4 años y nada, y si sólo está enfermo de poder y quiere perpetuarse en el poder y juega con la voluntad de las personas?\r\n\r', 'labels': ['Trump'], 'scores': [0.2509765625]}"
56,"{'sequence': ""#US 🇺🇸 👉 Se confirma el aumento de la Confianza del Consumidor bajo la administración #Trump   I'm Sorry   \r"", 'labels': ['Trump'], 'scores': [0.9525009393692017]}","{'sequence': '¿Que asesinan a un seguidor de #Trump delante de su hijo y la izquierda mediática lo silencia? Como que para ellos los seguidores de #Trump no son personas, ergo, sus vidas no importan.   \r\n\r', 'labels': ['Trump'], 'scores': [0.517652153968811]}","{'sequence': '“El Presidente #DonaldTrump consumió -Anticuerpos Monoclonales- y eso aceleró el aumento de las defensas y en adultos mayores es muy efectivo”.    🎙 en    🔴  🔴App    \r', 'labels': ['Trump'], 'scores': [0.9771094918251038]}","{'sequence': 'El rapero y actor Ice Cube, hace público su apoyo a #Trump 😎  \r\n\r', 'labels': ['Trump'], 'scores': [0.9780246615409851]}"
57,"{'sequence': '  Es lo que pensamos varios en el mundo! Yo nunca dejé de apoyar todos los días a Mr.President #Trump en estos 4 años, me siento 1 #Patriots más, amo USA, amo a su Pte,  a su gente, más que nada Republicanos  🇺🇸♥️     \r\n\r', 'labels': ['Trump'], 'scores': [0.9655953645706177]}","{'sequence': '#Elecciones2020 #Trump aventaja a Biden entre votantes mayores de Florida, según sondeo.  \r\n\r', 'labels': ['Trump'], 'scores': [0.9639589190483093]}","{'sequence': '24% de la población latina de EU es protestante, casi 4% de la población adulta del país.    \r\n\r', 'labels': ['Trump'], 'scores': [0.1936863213777542]}","{'sequence': 'Tremenda dictadura mundial de las tecnológicas multinacionales: Twitter bloqueó la cuenta de la campaña del presidente de EEUU, Donald #Trump, a 3 semanas de las elecciones.  \r\n\r', 'labels': ['Trump'], 'scores': [0.9550368785858154]}"
58,"{'sequence': '             Cuando se da rienda suelta a la improvisación sin pensar en el coste para la vida de una persona, poco o nada puede salir bien.  Qué va a hacer #Trump ahora, él que contaba con este ""éxito"" para reelegirse.  \r\n\r', 'labels': ['Trump'], 'scores': [0.9644553661346436]}","{'sequence': 'Así es la nueva #valla de hasta diez metros de altura que Interior construye en Melilla   Para ""cuidar"" a los q intentan saltar...Y después los gobiernos de izquierdas critican el #muro de #Trump HIPOCRESIA ZURDA!\r\n\r', 'labels': ['Trump'], 'scores': [0.9698873162269592]}","{'sequence': '""Lo hemos vuelto hacer"". Los medios hemos mordido el anzuelo de #Trump al igual que lo hicimos en 2016: El baile de #YMCA se ha hecho viral mientras los escándalos de las taxes, las grabaciones de Woodward y otros se diluyen. No nos sorprendamos después.   \r\n\r', 'labels': ['Trump'], 'scores': [0.6838926672935486]}","{'sequence': 'Lo grave de  y  es q serán tomadas como editoriales, por tanto deberán responder ante hechos legales. Y por lo visto les conviene, ya q países como 🇪🇸y🇻🇪 podrán dictar q se dice y que no!!! Esto es el fin de la libertad de expresión a nivel 🌎🌍🌏 vote 4 #Trump.\r\n\r', 'labels': ['Trump'], 'scores': [0.9302793145179749]}"
59,"{'sequence': '#AnneApplebaum, historiadora estadounidense, Premio #Pulitzer y experta en los populismos autoritarios: #Trump no sabe la diferencia entre #dictadura y #democracia""    \r\n\r', 'labels': ['Trump'], 'scores': [0.9398130178451538]}","{'sequence': '#DonaldTrump, y su rival en las elecciones de noviembre, el demócrata #JoeBiden, ya no solo se pisan los talones en las encuestas en #Florida, también sobre el #terreno.    \r\n\r', 'labels': ['Trump'], 'scores': [0.9652577638626099]}","{'sequence': '#EEUU Donald #Trump supera por 21 puntos a Joe #Biden (59 % - 38 %) en preferencia entre adultos mayores de 70 años  \r', 'labels': ['Trump'], 'scores': [0.9845572710037231]}","{'sequence': 'Hoy por la noche, #Trump recibirá preguntas, por una hora, de los votantes en #NBC y #Biden lo hará en #ABC por 90 minutos. Los foros fueron programados después de que se cancelara el debate del jueves entre Biden y Trump, así como el debate virtual que Trump también rechazó.  \r\n\r', 'labels': ['Trump'], 'scores': [0.9220143556594849]}"
60,"{'sequence': '👥 🇺🇸¿Quién será el próximo presidente de Estados Unidos? #Biden vs #Trump.   📺 Este 3 de noviembre sigue la cobertura de las #Elecciones2020 en   \r', 'labels': ['Trump'], 'scores': [0.7029208540916443]}","{'sequence': 'La primera dama de los Estados Unidos, Melania #Trump, anunció que dio negativo para el coronavirus, al tiempo que reveló que su hijo, Barron, dio positivo a la evaluación de #covid-19. 🦠😷   \r\n\r', 'labels': ['Trump'], 'scores': [0.942821741104126]}","{'sequence': 'Estos días se comenta muchos de los anticuerpos monoclonales q se le inyectó al presidente #DonaldTrump, que localiza y neutraliza al SARS-CoV2. Aquí detalles en mi artículo del 5 de octubre.  Candidatos contagiados; todos esperan la vacuna    vía \r\n\r', 'labels': ['Trump'], 'scores': [0.5046545267105103]}","{'sequence': 'Cuando faltan 19 días para las elecciones Trump y Biden competirán por la audiencia de TV en sendas asambleas populares en lugar de un 2do debate      \r', 'labels': ['Trump'], 'scores': [0.9768221378326416]}"
61,"{'sequence': '#Trump denuncia censura un artículo periodístico que revela supuesta corrupción de Biden y su hijo Hunter 📳  Afirma que Twitter y Facebook evitan la propagación.  \r', 'labels': ['Trump'], 'scores': [0.9138390421867371]}","{'sequence': 'La primera dama de los Estados Unidos, Melania #Trump, anunció que dio negativo para el coronavirus, al tiempo que reveló que su hijo, Barron, dio positivo a la evaluación de #covid-19. 🦠😷  👉     \r\n\r', 'labels': ['Trump'], 'scores': [0.943157970905304]}","{'sequence': '#15Oct  | Campañas de #Trump y #Biden intensifican sus actos en estados clave  \r', 'labels': ['Trump'], 'scores': [0.9405983090400696]}","{'sequence': '#DonaldTrump dijo estar dispuesto a subir su oferta para un paquete de apoyos económicos contra el #COVID__19 en #EU. La oferta sería mayor a 1.8 billones de dólares. ➡️   \r', 'labels': ['Trump'], 'scores': [0.9602090120315552]}"
